V1,V10,V56,V59,Class
0,0.272293562,2,2,4
0,0.267953095,2,2,2
0,0.302053832,2,2,2
0,0.342450089,2,2,2
0,0.27715447,2,2,4
0,0.299160273,4,4,4
0,0.310309871,4,4,4
0,0.317370473,4,4,4
0,0.318332288,4,4,4
0,0.313315545,4,4,4
0,0.301652164,2,2,4
0,0.312939836,2,2,1
0,0.344439298,2,2,2
0,0.375501572,2,2,2
0,0.381639978,2,2,4
0,0.420139928,4,4,4
0,0.43978064,4,4,4
0,0.460399563,4,4,4
0,0.462136023,4,4,4
1.47E-05,0.447356305,4,4,4
7.41E-06,0.426371236,2,2,4
0.016101806,0.668177701,2,2,2
0.006414665,0.644831812,4,2,2
0.001770046,0.614993668,2,2,2
0,0.397057718,2,2,4
0,0.423640171,4,4,4
0,0.436612387,4,4,4
0,0.441165983,4,4,4
0,0.434218778,4,4,4
1.47E-05,0.419753289,4,4,4
0.000161138,0.405554212,4,4,4
0.00047323,0.344876487,2,2,2
0.000757168,0.413755603,2,2,2
0.001916882,0.471879871,2,2,4
0.011760069,0.513565836,1,2,1
6.45E-05,0.567707586,2,2,2
0,0.377199777,4,4,4
0,0.377878787,4,4,4
0,0.376947028,4,4,4
0,0.373002764,4,4,4
0,0.363135956,4,4,4
0,0.347550171,2,2,4
7.19E-06,0.447003821,2,2,2
0.000124597,0.486022933,2,2,2
0.000110221,0.56434533,2,2,4
0.00035657,0.554265393,2,2,2
0.000779931,0.582112962,2,2,4
0.000939272,0.643885025,4,4,2
0.00107585,0.611344506,4,4,4
0.002307446,0.602387598,4,4,4
0.000853012,0.625229354,4,4,4
0.000462448,0.600238541,2,2,4
0,0.414323949,2,2,2
0,0.425625282,2,2,2
0,0.444643001,4,4,4
1.20E-05,0.569595696,4,4,2
0,0.602328851,4,4,4
0,0.610818513,4,4,4
0,0.61030345,4,4,4
0,0.632095952,4,4,4
0,0.582715462,4,4,4
0,0.566499852,4,2,4
0.015335053,0.581701731,2,2,2
0.004090146,0.562487277,2,2,2
0.001423284,0.468622814,4,4,4
0.000770347,0.490174862,4,4,4
0.001147733,0.517637158,4,4,4
0.001250765,0.496796908,4,4,4
0.002390112,0.503764607,4,4,4
0.000573866,0.496460819,4,4,4
9.23E-05,0.449289499,4,4,4
0,0.433806181,2,2,4
0.000414526,0.5284084,1,2,1
3.59E-05,0.421537566,2,2,2
0,0.375217399,2,2,2
0.001698836,0.401212379,4,4,4
0.000179708,0.370777199,4,4,4
0,0.294071035,4,4,4
0,0.29245207,4,4,4
0,0.289655427,4,4,4
0,0.294260939,4,4,4
0,0.34131613,4,4,4
0,0.31318029,2,2,2
0,0.350887835,2,2,2
0,0.360855742,2,2,2
0,0.407001034,4,4,4
0,0.439585272,2,2,4
0,0.525126751,2,2,2
0.000503181,0.501750805,4,4,4
0.010051948,0.462712566,4,4,4
0.000215799,0.502306855,4,4,4
0,0.435384159,4,4,4
0,0.427149979,2,2,4
0.000668512,0.198789806,2,2,2
0.007154761,0.260346008,2,2,2
0.004360906,0.354035595,4,4,4
7.19E-06,0.395736588,4,4,4
0.000132984,0.394725589,2,2,2
0.000437289,0.366858893,4,4,4
0.001442454,0.393814323,4,4,4
0.001646122,0.403871035,4,4,4
0.00247757,0.368697819,4,4,4
0.004090146,0.360746445,2,2,4
0.01128564,0.406913596,2,2,2
0.020429166,0.531840333,4,4,2
0.019625873,0.563470952,2,2,2
0.002045073,0.262567901,4,4,2
0.003546231,0.299514976,4,4,4
0.005003061,0.351241685,4,4,4
0.01445808,0.423338238,4,4,4
0.009323233,0.494549483,4,4,4
0.009570032,0.489038171,4,4,4
0.00732129,0.516866612,4,4,4
6.35E-05,0.054145849,2,2,2
0,0.116357833,2,2,2
0.000209659,0.19548903,2,2,2
0.001661697,0.261570137,2,2,2
0.00450326,0.357640013,4,4,2
0.007116161,0.442064611,4,4,4
0.011155921,0.463428463,4,4,4
0.018914814,0.459687765,4,4,4
0.013579285,0.445373926,4,4,4
0.005025254,0.480711088,4,4,4
0.004695282,0.360366637,4,4,4
0.067433312,0.639410669,2,2,2
0.054222198,0.687720046,2,2,2
0.045075471,0.673686281,1,2,2
0.007450679,0.281710372,2,4,4
0.005611671,0.450365223,2,4,2
0.002474574,0.364918867,4,4,2
0.000723024,0.30077642,4,4,4
0.000210258,0.35201223,4,4,4
0.002318828,0.338921154,4,4,4
0.002113362,0.350568141,2,2,4
0.02231969,0.582663546,2,2,2
0.026448174,0.553131434,2,2,2
0.01694763,0.647105194,4,4,3
0.029059925,0.722089927,2,2,2
0.031716809,0.699761869,2,2,2
0.021103388,0.633113782,4,4,4
0.019480402,0.565178721,4,4,4
0.022948667,0.517921331,4,4,4
0.026140986,0.438135717,4,4,4
0.02927359,0.490860702,4,2,4
0.023674686,0.663106309,4,2,2
0.027028443,0.638055383,4,4,4
0.012949957,0.643782559,1,2,1
0.014184924,0.623543444,2,2,2
0.013601473,0.563961423,2,2,2
0.020626844,0.635540181,4,4,4
0.012621467,0.651033064,4,4,4
0.005829716,0.578529379,4,4,4
0.000117409,0.544186822,4,4,4
7.19E-05,0.454392314,4,4,4
0.0638754,0.695305274,2,2,2
0.018778068,0.700879433,2,2,2
0.002823624,0.650515268,4,4,4
0.042623866,0.701130817,2,2,4
0.027962511,0.696779421,4,4,4
0.020802995,0.579559505,2,2,2
0.011849368,0.666866134,4,2,4
0.028695718,0.69073665,2,2,2
0.034351735,0.593680707,4,4,2
0.164947663,0.659316428,4,4,4
0.120171143,0.648489171,4,4,4
0.098417794,0.638491207,4,4,4
0.081331153,0.626081872,4,2,4
0.086883315,0.630945599,4,4,4
0.075040131,0.610289788,4,4,4
0.01246714,0.60315951,4,4,4
0.00247757,0.228190762,2,2,2
0.008625967,0.256258291,2,2,2
0.029016796,0.468163765,4,4,4
0.031398521,0.587035435,4,4,4
0.018599972,0.490919449,2,2,2
0.015684884,0.521156529,2,2,2
0.011111923,0.503499561,4,4,2
0.014594657,0.507870084,4,4,4
0.017032691,0.569636682,4,4,4
0.022489814,0.528304568,4,4,4
0.000179708,0.498180884,2,2,4
0.003982322,0.345860163,2,2,2
0.013554749,0.376550825,2,2,2
0.008614531,0.34673454,2,2,2
0.028698114,0.595120698,4,4,4
0.025964161,0.58234112,4,4,4
0.023361995,0.575908977,4,4,4
0.013770398,0.549898969,2,4,4
0.004353717,0.566588656,2,4,4
0.003119725,0.443539099,4,4,4
0.003309017,0.299243526,4,4,4
7.19E-06,0.136359227,2,2,2
2.04E-05,0.17968465,2,2,2
4.07E-05,0.202309177,2,4,2
3.58E-05,0.247733107,4,4,3
0.006651579,0.369736143,2,2,2
0.000342246,0.341194536,2,2,2
0.000267764,0.296597167,4,4,4
0.000262373,0.368693721,2,4,4
0.000123399,0.301727306,4,4,4
0.001991161,0.263639953,4,4,4
0.001697638,0.369084458,4,4,4
0.000941668,0.238114951,2,2,2
0.000335454,0.334427672,2,2,4
2.04E-05,0.376507106,2,2,2
1.29E-05,0.333137964,2,2,2
0,0.256602236,4,4,4
0,0.282521391,4,4,4
0,0.297580842,4,4,4
0,0.295553378,4,4,4
0,0.314930411,4,4,4
0,0.336110849,4,4,4
0,0.317123188,4,4,4
0,0.239448377,2,2,1
0,0.278554926,2,2,2
0,0.309923232,2,2,2
0,0.315694126,4,4,4
0.007480631,0.459922754,4,4,4
0.00082366,0.511873095,2,2,2
0.004457948,0.495829627,2,2,2
0.00441362,0.553149195,4,4,4
0.000564282,0.43861116,4,4,4
0.000105428,0.401249267,4,4,4
0.00117409,0.370942511,4,4,4
0,0.32581505,2,2,2
0,0.391611984,2,2,2
0,0.386409436,2,2,4
0,0.402235675,1,1,1
0,0.349426583,4,4,4
0,0.375929965,4,4,4
0,0.391565532,4,4,4
0,0.409872819,4,4,4
0,0.422045798,4,4,4
0,0.41220085,4,4,4
0,0.388803045,4,4,4
0,0.35821075,2,2,2
0,0.390256698,2,2,2
0,0.417734022,2,2,2
0,0.447725183,2,2,3
4.88E-05,0.430827831,1,1,1
0,0.440645455,4,4,4
0,0.440234224,4,4,4
0,0.433364893,4,4,4
0,0.439351649,4,4,4
4.85E-05,0.44448452,4,4,4
0,0.438781937,4,4,4
0.000785921,0.472076606,2,2,2
0,0.433494683,2,2,2
0.003896062,0.400705514,2,2,4
0.013261227,0.381644076,2,2,2
0,0.461693369,4,4,4
0,0.491883997,4,4,4
7.67E-05,0.502416152,4,4,4
0.009293282,0.509665291,4,4,4
0.002702953,0.572673779,4,4,4
0,0.529571049,4,4,4
0,0.470964507,2,2,4
0,0.111548755,1,2,1
0,0.148928409,2,2,2
0,0.175028588,2,2,2
0,0.202833804,4,4,4
0.021929126,0.426270136,2,2,2
0.00728415,0.417147916,4,4,4
0.002291872,0.33972039,4,4,4
0.003389286,0.293073698,4,4,4
0.000775139,0.339434851,4,4,4
0.004414818,0.275389405,4,4,4
0,0.335811648,2,2,4
0,0.258531674,2,2,2
0,0.277549392,2,2,2
0,0.281615249,2,2,2
0,0.294883933,2,2,2
0,0.221512786,4,4,4
0,0.250950459,4,4,4
0,0.269708682,4,4,4
0,0.285052647,4,4,4
0,0.280766829,4,4,4
0,0.262269639,4,4,4
0,0.235509578,2,2,4
0,0.212583117,1,2,1
0,0.235054628,2,2,2
0,0.254378379,2,2,2
0,0.284456977,2,2,2
0,0.280067071,4,4,4
0,0.23401656,4,4,4
0.0009836,0.243803872,4,4,4
0.000494795,0.3119384,4,4,4
0.00125376,0.347179926,2,4,4
0.000304305,0.30867861,4,4,4
0.000182104,0.238769367,4,4,4
0,0.382846346,2,2,2
0,0.407897272,2,2,2
0,0.464360222,2,2,2
0,0.463354687,1,1,1
0,0.298859876,4,4,4
0,0.332320711,4,4,4
0,0.338173835,4,4,4
0,0.330211531,4,4,4
0,0.325519947,4,4,4
0,0.313162529,4,4,4
0,0.293055937,4,4,4
0,0.476492215,2,2,2
0,0.375763885,2,2,4
1.92E-05,0.399350228,2,2,2
5.75E-05,0.386256419,2,2,4
0,0.4471705,2,2,2
0,0.448732084,2,2,2
0,0.486962889,4,4,4
0,0.457704021,4,4,4
0,0.455093183,4,4,4
0,0.448928819,4,4,4
0,0.445962765,2,2,4
0,0.173717021,1,2,1
0,0.208167509,2,2,2
0,0.232737527,2,2,2
0,0.2685433,3,4,3
0.005578125,0.508350992,4,4,4
0.089355437,0.609433171,4,4,2
0.009778126,0.654372094,4,4,4
0.004392055,0.651050825,2,2,4
0.005257048,0.577598986,2,4,2
0.00493597,0.452261018,4,4,4
0.009617954,0.36113445,4,4,4
0.007069699,0.369337208,2,2,2
0.014486234,0.387458689,1,2,2
0.005119272,0.306141548,2,2,2
0.002995276,0.34712801,2,2,2
7.19E-06,0.304182053,4,4,4
0.000118607,0.308258157,4,4,4
0.000831447,0.343497976,4,4,4
0.000666116,0.379156198,4,4,4
0.000723623,0.351285404,4,4,4
0.000124597,0.363323128,4,4,4
0.000402545,0.349905526,2,2,4
0,0.160688791,1,2,1
0,0.196232251,2,2,2
0,0.228453075,2,2,2
0,0.257351263,4,4,4
0.001224109,0.265056633,2,4,4
0.000318681,0.321122185,2,4,4
0.002539269,0.282441809,2,2,4
0.00083624,0.306443482,2,4,4
0.00210258,0.295927721,4,4,4
0.001218418,0.315061568,2,4,4
0.000166529,0.381648175,4,4,4
0.001052488,0.189520035,2,2,4
0,0.26419327,2,2,2
0,0.280762731,1,2,2
0,0.296261078,2,2,2
0,0.336897789,2,2,2
0,0.269327593,4,4,4
0,0.293738959,4,4,4
0,0.310651425,4,4,4
0,0.321003239,4,4,4
0,0.326688061,4,4,4
0,0.321843462,4,4,4
0,0.304993927,2,2,4
0,0.334974158,2,2,1
0,0.344198844,2,2,2
0,0.365992713,2,2,2
0,0.387655424,4,4,4
0,0.373431755,2,4,4
0,0.378486753,2,2,2
0,0.431428965,2,2,4
0,0.4342502,4,4,4
0,0.407621296,4,4,4
0,0.388182783,4,4,4
1.32E-05,0.338587797,4,2,4
0.004475919,0.449954847,2,2,1
0.007624397,0.41981067,4,2,2
0.011709751,0.515970375,4,4,2
0.012532812,0.507226596,2,4,4
0,0.407950554,4,4,4
0,0.441973416,2,2,2
0,0.444727706,4,4,4
0,0.445693621,4,4,4
0.000680493,0.450907099,4,4,4
0.008098825,0.564397246,4,4,4
0.18709723,0.651035796,2,2,4
3.53E-05,0.281418514,2,2,1
0,0.299518136,2,2,2
0.004400441,0.326733147,4,2,2
0.015451863,0.346384789,4,4,2
0.00422912,0.393321119,4,4,4
0.019164024,0.445569295,4,4,4
0.039258934,0.555040037,4,4,4
0.024165887,0.651498943,4,4,4
0.022062109,0.648661314,4,4,4
0.019565371,0.537026487,4,4,4
0.020989255,0.49636655,4,4,4
0.01775272,0.395793969,2,2,4
0,0.272915189,2,1,1
0,0.292938443,2,2,2
0,0.321552458,2,2,2
0,0.35504113,4,4,4
0.011471938,0.518186376,2,2,2
0.006572967,0.561181175,4,4,4
0.004196958,0.522581491,2,4,4
0.003119725,0.553395114,4,4,4
0.001301083,0.440172744,2,4,4
0.001057879,0.425816553,4,4,4
8.18E-05,0.369133642,2,2,4
0,0.333050527,2,1,1
0,0.37397141,2,2,2
0,0.395109495,2,2,2
0,0.412247301,2,2,2
0,0.362981831,4,4,4
0,0.386797184,4,4,4
0,0.395852716,4,4,4
0,0.399139831,4,4,4
0,0.399822938,4,4,4
0,0.392159836,4,4,4
0,0.381791627,2,2,4
6.23E-05,0.195532749,1,2,1
6.11E-05,0.217654509,2,2,2
0,0.245459724,2,2,2
0,0.270488791,4,4,2
0,0.435500287,4,4,4
0,0.447510687,4,4,4
0,0.464006372,2,4,2
0,0.495830994,4,4,4
0,0.505838521,4,4,4
0.000455259,0.58611324,4,4,4
0.000939272,0.625140549,4,4,4
0,0.606271748,2,2,4
0,0.245109973,1,1,1
0,0.272871471,2,2,2
0,0.305616921,2,4,2
0,0.338930718,2,2,2
0,0.294474922,4,4,4
0,0.310580894,4,4,4
0,0.318589136,4,4,4
0,0.325845107,4,4,4
0,0.323376356,4,4,4
0,0.314504153,4,4,4
0,0.299284513,2,2,4
0,0.345510411,2,2,2
0,0.344504877,2,2,2
0,0.353970017,2,2,2
0,0.367041966,2,2,2
0,0.346312038,4,4,4
0,0.369140814,4,4,4
0,0.37928189,4,4,4
0,0.381922784,4,4,4
0,0.375266582,4,4,4
0,0.356509811,4,4,4
0,0.333144796,2,2,4
0.000875775,0.181870594,1,2,1
0.000566375,0.185083933,2,2,2
0.000322276,0.19111714,2,2,2
0.00027997,0.207642882,2,4,2
0,0.421379085,4,4,4
0,0.418247719,4,4,4
0.001453236,0.406663579,4,4,4
0.001871356,0.42512798,4,4,4
0.013303158,0.56359801,4,4,4
0.005290593,0.587512245,4,4,4
0.018119634,0.525255175,2,2,4
0,0.177476846,1,2,1
0,0.199314433,2,2,2
0,0.224868126,2,2,2
0,0.252782639,4,4,2
0.002513187,0.28347057,4,4,4
0.006248528,0.440926895,4,4,4
0.001295072,0.447313952,4,4,4
0.001386744,0.318967578,4,4,4
0.002599771,0.288138927,4,4,4
0.002623732,0.294434448,4,4,4
0.001138148,0.298233893,2,2,4
0,0.224518375,2,2,1
0,0.312633804,2,2,2
0,0.310885048,2,4,4
0,0.314316981,2,2,2
0,0.255571256,4,4,4
0,0.273415053,4,4,4
5.63E-05,0.262786068,4,4,4
2.04E-05,0.262575671,4,4,4
3.59E-05,0.25661624,4,4,4
0,0.23951942,4,4,4
0,0.21904395,2,2,4
0,0.258903284,1,2,1
0,0.274598367,2,2,2
3.35E-05,0.285156479,2,4,2
0,0.365752259,2,2,4
0,0.307661547,2,2,4
0,0.336554101,2,2,2
0,0.352289572,4,4,4
0,0.380097521,4,4,4
0,0.397824165,4,4,4
0,0.391887959,4,4,4
0,0.332229431,2,2,4
0,0.100487875,1,2,1
0,0.12280637,2,2,2
0,0.15004324,2,2,2
0,0.171858968,4,4,3
0.004406432,0.425775566,2,2,4
0.002110966,0.496108335,2,2,2
0.00272317,0.433159961,2,2,2
0.003698383,0.394744716,4,4,4
0.001004266,0.361029252,4,4,4
0.000887456,0.304861404,4,4,4
0.00076256,0.263387203,4,4,4
8.21E-05,0.262100228,2,2,4
0,0.267953095,1,2,2
0,0.287626597,2,2,2
0,0.313857933,2,2,2
0,0.341225959,2,2,2
0,0.200880799,4,4,4
0,0.21869898,4,4,4
0,0.232225196,4,4,4
0,0.243277878,4,4,4
0,0.245961126,4,4,4
0,0.243083876,4,4,4
0,0.234128334,2,2,4
0,0.349270236,2,1,2
0,0.360899461,2,2,2
0,0.394256977,2,2,2
0,0.432379852,2,2,2
0,0.362817885,4,2,4
0,0.377237775,4,4,4
0,0.381247874,4,4,4
0,0.380825713,4,4,4
0,0.378299581,4,4,4
0,0.373474108,4,4,4
0,0.364588243,4,4,4
0,0.341149452,2,2,4
1.44E-05,0.485476447,2,2,2
0,0.503095161,2,4,4
0,0.574313237,2,2,4
0,0.632131474,2,2,2
0.001651326,0.496438959,2,4,4
0.000635042,0.560424292,2,4,4
0.000339947,0.607775952,2,2,2
0,0.598793085,4,4,4
0,0.514594596,4,4,4
0,0.487266189,4,4,4
0,0.462574578,2,2,4
0.008447169,0.638142821,2,2,2
0.006184339,0.668658609,2,2,4
0.001726861,0.678604657,2,2,2
0.016848822,0.697338203,2,2,2
0,0.657670138,2,2,2
7.19E-05,0.715477444,4,4,4
1.44E-05,0.677243906,4,4,4
0.005853677,0.677931112,4,4,4
0.00240329,0.73159742,4,4,4
0.005920768,0.713052412,4,4,4
0.001859375,0.76379092,4,4,4
0.000336053,0.771981381,2,2,4
0.000924895,0.472076606,2,2,1
0.005170788,0.440664582,4,2,2
0.00332579,0.529960421,4,4,2
0.010538057,0.564891816,3,3,3
0.055641158,0.734456909,4,4,4
0.020033528,0.841382391,2,2,4
0.005021546,0.798595257,2,2,2
0.004696436,0.795875122,2,2,2
0.021258217,0.752288752,4,4,4
0.012463014,0.771027763,4,4,4
0.001243013,0.777283663,4,4,4
0.006931388,0.732299655,2,2,4
0.003388088,0.233939796,2,2,2
0.00385413,0.359260003,1,2,2
0.003573786,0.331367349,2,2,2
0.002066638,0.283582599,4,4,2
0.012507652,0.553563158,3,4,4
0.016245572,0.638854619,3,4,4
0.005161204,0.654646704,4,4,4
0.001864167,0.606956222,4,4,4
0.000843428,0.485122597,4,4,4
0.001121376,0.476359692,4,4,4
0.00347914,0.421318972,4,4,4
0.004344133,0.387976485,2,2,4
0,0.146764324,1,2,1
0,0.165191837,2,2,2
0,0.190024168,2,2,2
0,0.218594465,2,4,4
0.001552674,0.224501724,2,2,2
0.003788237,0.276179334,4,4,4
0.000235117,0.342511568,4,4,4
4.10E-05,0.223989649,4,4,4
0,0.202384319,4,4,4
0,0.182083724,4,4,4
0,0.172553006,4,4,4
2.04E-05,0.126238303,2,2,2
6.89E-05,0.179334899,2,2,2
7.43E-05,0.20219988,2,2,2
3.32E-05,0.221283177,2,2,2
1.29E-05,0.254771849,2,2,2
0,0.235058214,4,4,4
0,0.24777324,4,4,4
0,0.254438492,4,4,4
0,0.255755524,4,4,4
0,0.254199405,4,4,4
0,0.246963928,4,4,4
0,0.231680076,2,2,4
0,0.243295639,2,2,2
0,0.274292334,2,2,2
0,0.306906629,4,4,4
0,0.372310092,2,2,2
0,0.280087905,4,4,4
0,0.294535463,4,4,4
0,0.300347428,4,4,4
0,0.303406385,4,4,4
0,0.30892043,4,4,4
0,0.303063465,4,4,4
0,0.287532328,4,4,4
0.03952565,0.672330996,2,2,2
0.019820556,0.6611171,2,2,2
0.00751178,0.660133424,2,2,2
0.016628948,0.626163845,1,1,1
0.004529831,0.376988014,4,4,4
0.006796544,0.541428433,4,4,4
0.009378343,0.556766933,2,2,2
0.022559301,0.55103566,4,4,4
0.01813969,0.578193289,4,4,4
0.016760734,0.612742145,4,4,4
0.001460424,0.51435141,4,4,4
0.000697266,0.422518509,4,4,4
0.010897472,0.553175153,2,2,2
0.004614893,0.478153532,2,2,2
0.002089401,0.463835595,2,2,2
0.001480791,0.406695002,4,4,2
0.002657277,0.405405294,4,4,4
0.012457334,0.547719855,4,4,4
0.010025291,0.631960697,4,4,4
2.94E-05,0.608420805,4,4,4
3.59E-05,0.596847594,4,4,4
0,0.479161799,4,4,4
0.000140172,0.439018292,4,4,4
0.041764058,0.472979675,2,2,4
0.000250992,0.154458849,1,2,2
0.000138375,0.18757591,2,2,2
5.63E-05,0.217851244,2,2,2
0,0.235404379,4,4,2
0.022909131,0.614773707,4,4,2
0.020836503,0.565315343,4,4,4
0.01904099,0.524517419,4,4,4
0.016608694,0.475356889,4,4,4
0.020300974,0.516738188,4,4,4
0.012356698,0.458135744,4,4,4
0.003434812,0.481176967,4,4,4
0.002499134,0.423379225,4,4,4
0.00023961,0.221305036,2,2,2
0.000416323,0.290052995,2,2,2
7.19E-06,0.325836909,2,2,2
0,0.343870953,2,4,2
0,0.362823093,2,2,2
0,0.251089984,4,4,4
0,0.273760791,4,4,4
0,0.299824168,4,4,4
0,0.323491117,4,4,4
0,0.340072874,4,4,4
0,0.348719651,4,4,4
0,0.3477633,2,2,4
0.003162855,0.400006011,1,2,2
0.000704454,0.477803781,1,2,2
3.59E-05,0.40241055,2,2,2
0,0.430040891,2,2,2
4.85E-05,0.402294422,4,4,4
0,0.415593163,4,4,4
0.00011082,0.417835122,4,4,4
0.000483413,0.432027368,4,4,4
0.000269562,0.434889589,4,4,4
7.47E-06,0.425505056,4,4,4
1.32E-05,0.407201868,4,4,4
0.000322276,0.382820388,2,2,4
0,0.359893927,2,2,2
0,0.381316184,2,2,2
0,0.399896714,2,2,2
0,0.459266971,2,2,4
0,0.454272087,2,2,2
7.19E-05,0.469021749,4,4,4
0,0.47917956,4,4,4
0,0.477675357,4,4,4
0,0.462019895,4,4,4
0,0.431791012,4,4,4
0,0.39935296,4,4,4
0,0.366595214,2,2,4
0,0.511117578,2,2,2
0.000733207,0.483181205,2,2,2
0,0.486132231,2,4,2
0,0.47074318,2,4,4
0,0.427404095,2,4,4
0.003193704,0.520820439,4,4,4
0.012665795,0.560544519,4,4,4
0.036727452,0.649366281,4,4,4
0.020669974,0.661756488,4,4,4
0.009177071,0.658152412,4,4,4
0.001425681,0.534350071,4,4,4
0.000179708,0.468982128,2,2,4
0,0.143507266,1,1,2
0,0.157103842,2,2,2
0,0.186701533,2,2,2
0,0.223097511,4,4,4
0,0.439858515,2,2,2
0,0.402105884,4,4,4
0,0.352752719,4,4,4
0,0.316015187,4,4,4
0,0.305916123,4,4,4
0,0.287772782,4,4,4
0.000570272,0.259755803,2,2,4
0,0.165607167,1,2,2
0,0.189062353,2,2,2
0,0.218987935,2,2,2
0,0.254269081,2,2,2
0,0.23745985,4,4,4
5.51E-05,0.257698965,4,4,4
4.91E-05,0.27080302,4,4,4
0,0.274188502,4,4,4
0,0.271331746,4,4,4
0,0.264757517,4,4,4
1.29E-05,0.256131233,4,4,4
0,0.175990404,2,2,2
0,0.233087278,2,2,2
0,0.256083415,2,2,2
0,0.286358749,2,2,2
0,0.308677244,2,2,2
0,0.271921951,4,4,4
0,0.296918228,4,4,4
0,0.314139373,4,4,4
0,0.324879192,4,4,4
0,0.329603565,4,4,4
0,0.325405185,4,4,4
0,0.312763594,4,4,4
0,0.297430559,4,4,4
0,0.360702726,2,2,2
0,0.413187257,2,2,2
0,0.444162093,2,2,2
0,0.483421659,2,2,2
0,0.523992792,2,2,2
0,0.325454967,4,4,4
0,0.335983193,4,4,4
0,0.342346256,4,4,4
0,0.347738708,4,4,4
0,0.349819455,4,4,4
0,0.341939124,4,4,4
0,0.327078799,4,4,4
0.000357918,0.585920604,2,2,2
0.000414526,0.619715308,2,2,2
3.59E-05,0.686998685,4,4,2
0.000125196,0.724509494,4,4,4
2.04E-05,0.740182718,2,2,2
0,0.549853883,4,4,4
0.000398951,0.572802203,4,4,4
0.00103871,0.60200779,4,4,4
0.007777747,0.625091366,4,4,4
0.015119404,0.695391345,4,4,4
0.006728255,0.784101078,4,4,4
0.001305876,0.80183592,4,4,4
0.000392661,0.580974904,4,4,4
0.004859295,0.617223331,2,2,2
0.003412049,0.574291378,2,2,2
0.001109395,0.479989726,2,2,2
0.000475626,0.461190602,2,4,2
0.000197079,0.363107265,4,4,4
0.000349232,0.730492152,4,4,4
0.001296291,0.797764598,4,4,4
0.008187481,0.80022242,4,4,4
0.008661909,0.807582222,4,4,4
0.026965732,0.821375533,2,2,4
0.064606099,0.809389725,2,2,4
0.062701198,0.57461927,2,2,4
0.068623108,0.568454906,2,2,2
0.073161362,0.574881583,2,2,4
0.069789935,0.643126775,1,1,1
0.000860201,0.453103973,4,4,4
0.00051636,0.398171184,4,4,4
0.000146162,0.405081502,4,4,4
4.07E-05,0.382746612,4,4,4
0.000179708,0.381120816,4,4,4
0.000328266,0.365946261,4,4,4
0.000244402,0.3595715,2,2,4
0.083637663,0.6200432,2,2,2
0.118387732,0.650099938,2,2,2
0.129847576,0.635235515,2,2,2
0.023074462,0.652777721,2,2,4
0.070574789,0.657731618,2,2,4
0.06388008,0.582107497,2,2,2
0.035703549,0.579547209,2,2,4
0.011489554,0.568002689,2,2,2
0.006460773,0.542462658,4,4,4
0.027223968,0.473847222,2,2,2
0.016009418,0.627978179,2,2,1
0.015080943,0.602970972,4,4,2
0.022440899,0.678254906,4,4,4
0.043371506,0.775179691,3,4,3
0.201674029,0.621562431,2,2,2
0.074071207,0.643359032,2,2,4
0.084825156,0.59638718,2,2,2
0.092381021,0.613087797,2,2,2
0.064450521,0.65426553,4,4,4
0.081012733,0.715245188,4,4,4
0.058596226,0.656437812,4,4,4
0.027563485,0.604375442,4,4,4
6.47E-05,0.280063228,2,2,2
0.00019648,0.308349352,2,2,2
0.009167486,0.355281584,4,4,2
0.0264326,0.486460122,4,4,4
0.01737773,0.595735495,2,2,2
0.016894747,0.492491963,4,4,4
0.009117418,0.52086006,4,4,4
0.008665771,0.518414534,4,4,4
0.007509895,0.565856364,4,4,4
0.006493597,0.56104592,4,4,4
0.005071749,0.477556496,4,4,4
0.007640918,0.474737994,4,4,4
0.007646373,0.437317354,2,2,4
0,0.288850726,2,2,2
0,0.310753891,2,2,2
0.000158143,0.346515946,2,4,2
0.000587045,0.382474735,4,4,4
0.016766361,0.551956489,4,4,4
0.018007356,0.657294429,4,4,2
0.025260063,0.654090654,4,4,4
0.008753032,0.676743872,4,4,4
0.008684439,0.608136633,4,4,4
0.000999101,0.581373839,4,4,4
0.000230026,0.394961944,4,4,4
7.19E-05,0.312260827,4,4,4
0.002223583,0.306556877,2,2,2
0.001600596,0.348417718,2,2,2
0.000273156,0.378518176,2,2,2
0.001380155,0.391502687,2,2,4
0.001521525,0.408924666,2,2,2
9.58E-05,0.374989241,4,4,4
0.00151194,0.418581076,4,4,4
0.001727589,0.474624598,4,4,4
0.001662895,0.54506803,4,4,4
0.004943158,0.464524167,4,4,4
0.008477409,0.524167667,4,4,4
0.004698756,0.545647306,4,4,4
0.009488123,0.543097948,2,2,2
0.010856737,0.538944653,2,2,2
0.008527727,0.594489507,2,2,2
0.008103686,0.70769958,2,2,2
0.020577406,0.715918732,1,2,2
0.002829797,0.454587683,2,2,2
0.006722264,0.463556887,4,4,4
0.019612095,0.507173314,4,4,4
0.021128828,0.599614181,4,4,2
0.011852319,0.523587026,4,4,4
0.00700141,0.529463119,4,4,4
0.011776841,0.451613432,4,4,4
0.03461409,0.434707883,4,4,4
0.00192407,0.316677801,2,2,2
0.001665291,0.347412183,2,2,2
0.00507135,0.382518454,4,4,2
0.003094566,0.497805175,2,4,2
0.002136125,0.479508818,4,4,4
0.031926786,0.601302823,4,4,2
0.021406776,0.511490555,4,4,4
0.018670427,0.524860338,4,4,4
0.012807165,0.537735553,4,4,4
0.012886237,0.466741535,4,4,4
